"FoodID","LineNumber","InstructionText"
34399,2,"overnight.  Thaw pasta sheets overnight.

Sauce Mixture:
In steam jacketed kettle sauté onion, garlic and parsley in oil for 10 minutes.  Add remaining ingredients.  Simmer for 30 minutes.  Place 0.8 pounds sauce in bottom of a sprayed 12x10x2 pan."
34399,3," Lay pasta sheet on parchment lined sheet tray.  Drain vegetable/tofu mixture and place 10 ounces of mixture in middle of pasta sheet.  Form mixture into dike that reaches to both edges of pasta sheet.  Fold into thirds.  Place 4 pasta rolls per 12x10x2''"
34399,4,"pan.  Evenly distribute 2 cups sauce over pasta rolls.  Cover pan with film and foil.  Bake at 300 degrees Fahrenheit for 30 minutes.  Cut each pasta roll in half to form 8 servings per pan.

Source:  Management in Food & Nutrition Systems DPG"
34400,1,"Cook rotini according to directions.  Sauté vegetables about 5 minutes, in oil, in steam-jacketed kettle.  Add tomatoes, tomato juice and seasonings and simmer 5 minutes.  Combine cooked, drained rotini with vegetable mixture and cheese.  Portion into 1/2"
34400,2,"deep counter pans.  Sprinkle each pan with 3/4 cup chopped parsley.  Hold in low oven (250 degrees Fahrenheit) until served.  Cheese does not seem to separate as much.

Source:  Management in Food & Nutrition Systems DPG"
34401,1,"Course chop stuffed olives.  Combine water, salt and salad oil in steam-jacketed kettle.  Bring to boil.  Add spaghetti.  Return to boil.  Boil 5 minutes.  Shut off heat.  Let stand 5 minutes.  Drain.  Melt margarine in food release sprayed steam-jacketed"
34401,2,"kettle.  Sauté onions in margarine 3 minutes.  Add tomatoes, sugar, salt, pepper.  Bring to boil.  Simmer 15 minutes.  Add mushroom soup and olives.  Blend.  Add spaghetti.  Spray 12x20x2'' pan with food release.  Pan 6 lb. spaghetti per pan.  Steam"
34401,3,"covered 30 minutes.  Cut into 12.  Serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34402,1,"Thaw broccoli.  Set aside.  Cook, drain, and set aside pasta.  Sauté onions and garlic in margarine until soft, but not brown.  Add tomatoes, parsley, soup base, salt, oregano and basil.  Bring to a boil and simmer for 10 minutes.  Stir in half the"
34402,2,"cheese, the pasta, and the broccoli.  Transfer to 2 - 12x20x2'' pans.  Bake, covered in a 350 degree Fahrenheit oven for 20 minutes.  Remove from oven and sprinkle with remaining cheese.  Bake uncovered for another 10 minutes or until cheese is"
34402,3,"melted.

Source:  Management in Food & Nutrition Systems DPG"
34414,1,"Bring water to a boil.  Add to pasta; bring to boiling again.  Drain.  Heat sauce.  Dice all vegetables.  Steam broccoli until tender.  Lightly toss vegetables with pasta.  Pour sauce over the top.  Gently toss.  Cover with lid; reheat to 140 degrees"
34414,2,"Fahrenheit.  Keep warm until serving time.  Use 7 oz. ladle to serve.

Source:  Management in Food & Nutrition Systems DPG"
34415,1,"Combine margarine and flour in steam-jacketed kettle.  Cook and stir until smooth.  Cook 15 to 20 minutes.  Stir often.  Add milk gradually.  Cook over low heat until thick.  Stir constantly.  Turn off heat.  Add salt.  Add cheese.  Stir until cheese"
34415,2,"melts.  Combine vegetables and steam until tender.  Drain well.  Combine with cheese sauce.  Combine spaghetti gently with cheese sauce.  Scale 16 pounds per 12x20x4 inch pan.  Cover.  Keep hot.

Source:  Management in Food & Nutrition Systems DPG"
34416,1,"Add vegetarian base to water, blend well.  Add onions and oil.  Bring to a full boil, add noodles.  Stir and reduce heat.  When cooked do not rinse or drain.  Add ingredients in thirds.  Ladle into pans and sprinkle cheese over.  Bake at 350 degrees"
34416,2,"Fahrenheit for 30 minutes.

Source:  Management in Food & Nutrition Systems DPG"
34417,1,"Melt margarine.  Add flour and cook roux approximately 15 minutes, whipping occasionally.  Add half & half, milk and salt; bring to a slow boil (don't burn.)  Reduce heat and simmer until thickened, about 5-7 minutes.  Add parmesan cheese.  Mix"
34417,2,"thoroughly.

Source:  Management in Food & Nutrition Systems DPG"
34418,1,"Bring half & half to a boil.  Combine remaining ingredients and whisk into half & half.  Bring to a boil.  Hold hot for service.

Source:  Management in Food & Nutrition Systems DPG"
34419,1,"Blend margarine and flour well and cook until bubbly.  Add milk slowly and cook until thickened.  Add remaining ingredients and stir until smooth and cheese is melted.  Do not boil.  Keep hot.

Source:  Management in Food & Nutrition Systems DPG"
34420,1,"Cook celery, almonds, chestnuts and broccoli for 4 minutes in boiling water until crisp.  Combine all together and place in greased casserole.  Mix butter with flour to make a roux.  Add broth and cook until thickened.  Stir in half & half.  Pour over"
34420,2,"celery.  Combine parmesan with crumbs and margarine.  Sprinkle over top of casserole.  Bake 25 minutes.  Garnish with parsley.

Source:  Management in Food & Nutrition Systems DPG"
34426,1,"Thaw broccoli overnight or run cold water over it.  Place in 4'' full inset.  Mix cheese sauce and milk together; pour over broccoli.  Top with bread crumbs.  Bake at 350 degrees Fahrenheit for 1/2 hour.

Source:  Management in Food & Nutrition Systems"
34426,2,"DPG"
34427,1,"Combine in steam kettle.  Sauté onions until translucent.  Add flour and spices.  Stir until smooth using french whip.  Cook 20 minutes.  Stir often.  Turn off heat.  Add water and base, stirring constantly.  Cook until mixture thickens.  Stir in milk."
34427,2," Cook until smooth and hot.  Steam vegetables 5 minutes until tender crisp.  Add to sauce.  heat.  Scale 6 lbs. per pan.  Deep fry at 350 degrees Fahrenheit or ovenize until brown.  Drain if fried.  Scale 1 1/2 lb. per pan.  One pan yields 12"
34427,3,"portions.

Source:  Management in Food & Nutrition Systems DPG"
34433,1,"Mix milk and cream cheese.  Spread thin layer of cheese mixture on one side of croissant.  Spread 2 TBSP sprouts over cheese side of croissant.  Place 1 1/2 oz. swiss cheese on sprouts.   Slice tomatoes thin; place 3 slices on top of swiss cheese."
34433,2," Separate lettuce into leaves.  Place leaf on top of tomato.  Replace top half of croissant; cut sandwich diagonally.

Source:  Management in Food & Nutrition Systems DPG"
34434,1,"Clean and slice celery thin.  Clean and chop onion.  Heat oil till bubbling in food release sprayed steam-jacketed kettle.  Sauté cashews for 5 minutes.  Add mushrooms, celery and onions to cashews.  Sauté another 10 minutes.  Combine milk and soup."
34434,2," Blend.  Add to sautéed vegetables.  Stir in chow mein noodles.  Scale 7 pounds per each 12x10x2 ss pan.  Bake at 300 degrees Fahrenheit for 30 minutes or until 160 degrees Fahrenheit is reached.  Garnish each pan with 2 pepper rings, 3 tomato wedges and"
34434,3,"a parsley sprig.

Source:  Management in Food & Nutrition Systems DPG"
34440,1,"Steam jet (pressure cook) cauliflower for 2 minutes.  Divide 4 lb. per full counter pan.  Sprinkle over cauliflower.  Heat.  Add roux to milk to thicken.  Add to sauce, stirring until melted.  Divide sauce over cauliflower.  Mix and spread over"
34440,2,"cauliflower.  bake 30-40 minutes at 350 degrees Fahrenheit.

Source:  Management in Food & Nutrition Systems DPG"
34441,1,"Cut roll in bun slicer.  Slice cheddar and muenster cheeses into 1 oz. slices.  Cut in half lengthwise.  Slice swiss cheese into 1/2 oz. slices.  Arrange the following ingredients on the bottom half of the rack roll:  1 lettuce leaf, 2 slices cheddar"
34441,2,"cheese, 1 slice swiss cheese, 1 slice muenster cheese, 2 slices tomatoes, 3 rings of onion, 1 ring of green pepper.  Place top of roll over bottom half.

Source:  Management in Food & Nutrition Systems DPG"
34442,1,"Cook carrots and onions in base and water.  Drain and reserve liquid.  Keep vegetables warm.  Add milk to reserve liquid.  Heat.  Melt margarine in separate pot.  Add flour, blend.  Add hot liquid to roux.  Stir constantly.  Cook 15 minutes.  Add"
34442,2,"vegetables and seasonings.

Source:  Management in Food & Nutrition Systems DPG"
34443,1,"Cut eggplant into 1/4'' slices.  Place eggplant into boiling, slightly salted water in small steam jacketed kettle.  Turn down heat and simmer for 3 minutes.  Drain off water and pat slices dry with paper towel.  Brown both sides of slices on the grill."
34443,2," Mix together tomato sauce, parsley, onions, parmesan cheese, garlic salt, black pepper and pregano.  Cover the bottom of half 2 '' inset with a little sauce.  Cover with slices of eggplant.  Add 1/3 mozzarella cheese, alternating layers.  Top with"
34443,3,"remaining sauce and sprinkle of parmesan cheese.  Bake at 350 degrees Fahrenheit for about 10-12 minutes.

Source:  Management in Food & Nutrition Systems DPG"
34444,1,"Thaw 4 ounce burger for 5 minutes.  Place in 3.7 quart microwave pan and cover.  Add 1 tsp of water to bottom of pan.  Microwave full power for 2 minutes.  Place 1 garden burger on a dinner plate.  Place 1 pits fold on plate.  Place 1 lettuce leaf on"
34444,2,"plate.  Place 1 tomato slice on plate.  Place 1 red onion slice on plate.  Place 1 tablespoon of sprouts on plate.  Place 2 ounces of sour cream on plate.

Source:  Management in Food & Nutrition Systems DPG"
34445,1,"Roll 3.5 lb. of pizza dough to fit oiled 18x26x1'' pan.  Smooth 2 lbs. of pizza sauce over pizza crust.  Sprinkle 2 lbs. of mozzarella cheese over pizza sauce.  Cut peppers into fourths lengthwise.  Slice into 1/4'' strips with Hobart slicer attachment."
34445,2," Place in baker's bowl.  Add mushrooms, onions, olives and pimentos to green pepper slices.  Toss to evenly distribute vegetables.  Scale 1.4 lb. over cheese.  Sprinkle basil  very lightly over vegetables.  Sprinkle about 2 tablespoons of parmesan cheese"
34445,3,"over vegetables.  Bake at 400 degrees Fahrenheit for 16-19 minutes or until crust is done and cheese is melted.  Watch closely.  Cut 4x5.  One portion is one square.

Source:  Management in Food & Nutrition Systems DPG"
34446,1,"Mix margarine and flour together.  Cook in kettle until smooth and golden.  Add milk and stock, whipping until smooth and thick.  Add seasonings, thawed vegetables and pimento.  Allow mixture to cook for 20 minutes.  Pan into 4'' half pans, 6 1/2 pounds"
34446,2,"per pan.  Top each pan with 12 frozen biscuits.  Bake in preheated 400 degrees Fahrenheit oven for 20-25 minutes or until nicely browned.

Source:  Management in Food & Nutrition Systems DPG"
34447,1,"Thaw spinach, chop and drain very well.  Combine spinach, ricotta cheese and mozzarella cheese.  Spread 1 #16 scoop of mixture in the middle of each tortilla.  Fold shells to prevent leakage.  Place seam side down in a 2'' full pan sprayed with nonstick"
34447,2,"spray.  Cover tortillas with sauce.  Sprinkle with mozzarella cheese and parmesan cheese.  bake at 350 degrees Fahrenheit for 30 minutes.  One tortilla per serving.

Source:  Management in Food & Nutrition Systems DPG"
34448,1,"Chop onion.  Sauté onion and garlic in oil.  Add tomatoes (crush with a wooden spoon).  Add tomato paste, olives, cumin, salt, basil, red pepper, parsley and water.  Simmer covered for 1/2 hour.  Pour 1/3 of the sauce into a full steam table pan.  Cut"
34448,2,"tortillas into 1'' strips.  Cover sauce with 2 layers of tortillas, dollops of ricotta and sorinkles of parmesan.  Repeat layers until all ingredients are used.  Finish with 1 layer of tortillas, sauce, mozzarella, parmesan and oregano.  Bake at 375"
34448,3,"degrees Fahrenheit for 25 minutes.

Source:  Management in Food & Nutrition Systems DPG"
34449,1,"Flour eggplant and grill fry for 5-6 minutes at 350 degrees Fahrenheit with a small amount of oil or margarine.  Chop onions and green pepper, sauté in margarine.  Add garlic powder, salt, vegetarian base, pepper and tomatoes.  Layer each shallow pan;"
34449,2,"eggplant, American cheese, tomato sauce, eggplant, tomato sauce and mozzarella cheese.  Bake at 350 degrees Fahrenheit until heated through and cheese melts.

Source:  Management in Food & Nutrition Systems DPG"
34450,1,"Melt margarine.  Add onions, mushrooms, broccoli.  Cook and stir occasionally until tender crisp.  Add spices, lemon juice and vegetable stock.  Cover and simmer 10 minutes.  Bland flour and water together and slowly stir into mixture.  Simmer and stir"
34450,2,"until thickened.  As needed for service, dish 4 1/2 quarts of mixture into serving pan.  Blend in 1 quart of sour cream.

Source:  Management in Food & Nutrition Systems DPG"
34451,1,"Mix salad dressing, mustard and horseradish sauce together to make deli sauce.  Portion 2 oz. deli sauce into a soufflé cup.  Brush bread with whirl and place both slices on grill.  Place cheeses on one slice of bread and grill until melted.  Add two"
34451,2,"sliced tomatoes.  Top with second slice of bread.  Serve with deli sauce and kosher dill spear.

Source:  Management in Food & Nutrition Systems DPG"
34452,1,"Reconstitute non-dairy creamer and bouillon (if used instead of broth, 5 TBSP 3 tsp to 1 gal 1/2 qt hot water.)  Make a roux of margarine and flour.  Slice onions.  Heat vegetable stock, milk and onions in steam kettle.  Add non-dairy creamer to kettle."
34452,2," Whip roux into stock.  Cook until thickened, stirring frequently.  Drain mushrooms.  Add mushrooms and heat thoroughly.  Dice green pepper and pimentos.  Sauté green peppers in margarine and add to sauce.  Add pimento, pepper and cubed tofu 1/2''.  Ladle"
34452,3,"6 oz. of hot gravy over toast, biscuits, mashed potatoes, or puff pastries.

Source:  Management in Food & Nutrition Systems DPG"
34453,1,"Place frozen vegetables in perforated pan and run cold water over them; drain.  Combine frozen vegetables, onions, celery and water chestnuts in large bowl.  Heat undiluted soup and milk in steam kettle.  Add cheese, stir until melted.  Pour cheese"
34453,2,"mixture over vegetables and stir well.  Scale 16 lb. 8 oz. of casserole into each 4 : inset.  Cover with aluminum foil and bake at 350 degrees Fahrenheit for 40 minutes with fans on.  Remove foil and spread croutons over top.  Return to oven and bake for"
34453,3,"an additional 15 minutes.  Vegetables will be crisp.

Source:  Management in Food & Nutrition Systems DPG"
